id,Lng,Lat,Cid,tradeTime,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,elevator,fiveYearsProperty,subway,district
101090025258,116.37785,39.842419,1111027374041,2016-08-16,193,298.8,35572,84,2,1,1,1,21,1,2009,1,6,1,0,1,2
101090025286,116.37785,39.842419,1111027374041,2016-08-17,239,108,30858,35,1,0,0,1,21,1,2009,4,6,1,1,1,2
101090029544,116.559953,40.117154,1111027377343,2017-03-05,51,150,30688,48.88,1,0,0,1,7,3,2013,4,6,1,0,1,13
101090042032,116.343992,40.078436,1111027379397,2016-08-14,119,136,26667,51,1,0,1,1,19,1,2011,3,6,1,0,1,6
101090044756,116.555729,40.162058,1111027379605,2016-06-26,15,421,48325,87.12,5,2,1,3,6,4,2009,4,4,0,0,0,13
101090048158,116.254035,40.205429,1111046251721,2016-07-01,37,174,25211,69.02,1,1,1,1,21,3,2010,4,6,1,0,0,6
101090059092,116.603852,39.893276,1111027375170,2016-08-12,264,314,40780,77,2,1,1,1,6,4,2008,4,6,1,1,0,7
101090073851,116.247907,39.839983,1111027381423,2016-09-17,138,344,37457,91.84,2,1,1,1,22,3,2007,3,6,1,0,0,2
101090082121,116.385869,39.772399,1111027377330,2016-06-26,97,136,24728,55,1,1,1,1,6,4,2001,3,2,0,1,0,4
101090086457,116.461138,39.955386,1111027381353,2016-08-04,90,550,64706,85,1,1,1,1,16,1,2009,4,6,1,0,1,7
101090093820,116.481447,39.937145,1111027375470,2017-01-15,106,890,54269,164,3,2,1,2,22,1,2002,4,6,1,0,1,7
101090099419,116.45339,39.942672,1111027377480,2016-08-01,32,999,55556,179.82,3,2,1,2,19,1,1999,4,6,1,0,0,7
101090102832,116.508181,39.807662,1111027374693,2016-07-30,73,66,20000,33,1,0,1,1,21,1,2008,4,6,1,1,1,3
101090106964,116.468749,39.874429,1111027381829,2016-09-04,53,780,33431,233.32,3,2,1,3,33,1,2001,4,6,1,1,1,7
101090110598,116.250886,40.225155,1111027378942,2016-08-07,19,283,20963,135,4,1,1,1,6,4,1996,4,2,0,0,1,6
101090110691,116.387037,39.95917,1111027377017,2017-01-07,233,644,126250,51.01,1,1,1,1,6,4,2003,3,6,0,0,1,10
101090115021,116.250886,40.225155,1111027378942,2016-08-28,12,105,30774,34.12,1,0,1,1,7,3,2003,3,6,1,0,1,6
101090115372,116.559953,40.117154,1111027377343,2016-09-29,0,109.8,22875,48,1,0,0,1,7,3,2013,4,6,1,0,1,13
101090121311,116.560906,39.879298,1111027376253,2016-08-07,64,450,26655,168.83,4,2,1,3,6,4,2000,4,2,0,1,0,7
101090128441,116.481662,39.878749,1111027379633,2016-07-17,121,230,37954,60.6,2,1,1,1,6,4,1995,3,4,0,0,1,7
101090129827,116.493317,39.929564,1111027373740,2016-07-13,30,266,45032,59.07,2,1,1,1,7,4,1988,3,2,0,1,1,7
101090129990,116.689244,39.873245,1111027376743,2016-08-20,60,544.8,39294,138.65,3,2,1,2,8,4,2007,3,6,1,1,1,11
101090139199,116.440513,39.893796,1111027380696,2016-08-23,156,447,78216,57.15,3,1,1,1,6,4,1985,3,2,0,1,1,1
101090141053,116.254035,40.205429,1111046251721,2016-07-27,21,375,26545,141.27,3,2,1,2,15,3,2011,4,6,1,0,0,6
101090143164,116.501958,39.882586,1111027379326,2016-07-20,49,200,36246,55.18,1,1,1,1,12,4,2004,3,6,1,1,1,7
101090150832,116.383928,40.00438,1111027377736,2016-10-08,60,2250,86247,260.88,4,2,2,3,13,3,2010,4,6,1,0,1,7
101090151635,116.422479,40.06389,1111027375783,2016-08-29,55,175,31600,55.38,1,0,0,1,30,1,2004,3,6,1,0,1,6
101090152951,116.47136,40.012307,1111043093784,2016-08-21,47,463,97597,47.44,1,1,1,1,28,4,2012,4,6,1,0,1,7
101090158634,116.422295,40.133927,1111027380410,2016-07-07,93,187.5,21500,87.21,2,1,1,1,6,4,1999,4,2,0,1,0,6
101090164242,116.425063,40.044097,1111027378336,2016-08-24,47,293,50518,58,3,1,1,2,13,3,2011,4,6,1,0,1,7
101090165017,116.349509,39.872813,1111027377485,2016-07-07,73,295,49167,60,1,1,1,1,30,1,2007,3,6,1,1,0,2
101090169130,116.338433,40.051503,1111027375647,2016-07-26,61,448,34199,131,4,2,1,2,7,4,2000,3,2,0,1,0,8
101090170219,116.182548,39.778533,1111027381428,2016-08-02,60,333,21211,157,3,2,1,2,14,3,2009,4,6,1,1,0,5
101090175413,116.384103,39.972885,1111027378248,2016-08-25,81,535,101519,52.7,1,1,1,1,13,3,1993,4,2,1,1,0,10
101090184007,116.22946,40.228274,1111027377289,2016-08-23,19,263,21647,121.5,3,2,1,2,6,4,2004,4,2,0,1,1,6
101090188671,116.117724,39.941152,1111052110644,2016-08-24,35,380,19756,192.35,5,2,1,2,6,4,2005,3,2,0,1,0,12
101090189778,116.469221,40.000762,1111027379599,2017-02-04,81,845,62593,135,3,1,1,2,28,1,2002,4,6,1,1,1,7
101090189993,116.254426,40.206615,1111027374317,2016-09-08,7,470,24480,192,4,2,1,2,5,4,2000,1,2,0,0,0,6
101090190901,116.414421,40.053513,1111027378407,2016-10-28,188,310,35172,88.14,2,1,1,1,20,3,2007,3,6,1,0,1,7
101090194196,116.247008,39.906426,1111027382209,2016-09-30,25,480,53854,89.13,2,2,1,1,26,3,2007,3,6,1,0,0,9
101090194380,116.557273,39.918665,1111027376870,2016-08-02,72,202,40120,50.35,1,0,1,1,18,1,1999,4,6,1,0,1,7
101090198632,116.196272,39.915185,1111027374521,2016-08-23,62,245,34841,70.32,2,1,1,1,11,3,1994,4,6,1,1,1,9
101090204083,116.665923,40.186753,1111027381403,2016-09-24,7,105,17214,61,1,1,1,1,15,4,2014,4,6,1,0,0,13
101090204096,116.588913,39.922146,1111027377088,2016-09-18,216,300,35278,85.04,2,1,1,1,6,4,2000,3,2,0,1,0,7
101090206194,116.354191,40.035178,1111027378966,2016-06-17,0,177,29127,60.77,1,1,0,1,30,4,2010,1,6,1,0,0,8
101090213505,116.324898,39.891441,1111027379964,2016-07-18,175,304,42854,70.94,3,1,1,1,6,4,1991,1,2,0,1,1,2
101090214040,116.472797,39.99757,1111027374004,2017-01-18,62,1750,71228,245.69,5,2,1,2,7,4,2000,4,6,1,1,1,7
101090220830,116.373903,39.89381,1111027378528,2016-08-13,227,376,65989,56.98,1,1,1,1,19,1,1999,4,6,1,1,1,10
101090228621,116.367137,40.040209,1111027382073,2016-08-26,312,202,42031,48.06,1,1,1,1,6,4,1996,3,2,0,0,1,8
101090232310,116.605035,40.051164,1111027378574,2016-08-02,8,203,22682,89.5,3,1,1,1,6,4,1992,3,2,0,1,0,7
101090232644,116.328627,39.979037,1111027382321,2016-09-21,138,600,97403,61.6,2,1,1,1,6,4,1987,3,2,0,0,1,8
101090235872,116.366736,40.091609,1111027375384,2016-06-19,135,380,32109,118.35,3,2,1,1,6,4,2006,4,2,0,1,1,6
101090236139,116.128533,39.723864,1111027377376,2016-07-08,10,299,10641,281,3,2,1,2,10,4,2011,3,6,1,0,1,5
101090236602,116.41206,40.054743,1111027382599,2016-06-19,89,239,34876,68.53,2,1,1,1,6,4,1996,4,2,0,1,0,6
101090241576,116.340818,39.986077,1111027382368,2016-07-10,40,566,75186,75.28,3,1,1,1,8,3,1998,4,6,0,1,1,8
101090243793,116.439371,39.896367,1111027378766,2016-06-29,107,532,76000,70,2,1,1,1,17,1,1999,3,6,1,1,1,1
101090244353,116.450792,39.871858,1111027374299,2016-08-22,51,650,43828,148.31,3,1,1,2,22,1,2000,4,6,1,0,1,7
101090245284,116.473756,40.002381,1111027380691,2016-06-21,65,535,57901,92.4,2,1,1,1,21,4,2003,4,6,1,1,1,7
101090251798,116.442526,39.972399,1111027380578,2016-09-09,60,350,53354,65.6,2,1,1,1,16,1,1987,3,6,1,1,1,7
101090258635,116.497474,39.810115,1111027377957,2016-06-17,34,452,50787,89,3,2,1,3,24,1,2010,4,6,1,0,1,3
101090260048,116.445785,40.077726,1111027380050,2016-08-21,39,386,22376,172.51,5,1,1,2,6,4,2002,3,2,0,0,0,6
101090265053,116.489739,39.939299,1111027378069,2016-07-25,64,718,54436,131.9,3,1,1,2,23,1,2009,4,6,1,1,1,7
101090267751,116.49138,39.938386,1111027374772,2016-06-17,41,1094,63011,173.62,3,2,1,2,31,3,2005,4,6,1,1,1,7
101090281313,116.614078,39.931997,1111027379387,2017-01-08,22,258,38508,67,2,0,0,1,14,3,2010,4,6,1,1,1,7
101090284214,116.195177,39.932325,1111027382250,2016-07-29,34,355,32569,109,3,2,1,1,22,1,2004,3,6,1,0,0,9
101090286526,116.465918,39.898826,1111027382010,2017-01-11,18,350,36083,97,3,0,0,0,30,1,2003,3,6,1,0,1,7
101090286782,116.354581,39.92393,1111027382064,2016-07-28,112,358,110154,32.5,1,1,1,1,5,4,1989,3,4,0,1,0,10
101090290316,116.369475,40.069842,1111027374195,2016-07-17,58,750,42135,178,4,2,1,2,5,4,2003,3,4,0,1,0,8
101090303329,116.386701,40.002945,1111027377677,2016-07-12,109,372.5,55129,67.57,2,1,1,1,21,1,1999,3,6,1,1,0,7
101090308256,116.432142,39.902354,1111027380930,2016-08-26,63,508,85840,59.18,1,1,1,1,17,3,2005,3,6,1,1,1,1
101090325384,116.117019,39.93386,1111052073923,2016-07-08,28,138,21456,64.32,2,1,1,1,6,4,1990,3,2,0,1,0,12
101090337316,116.340818,39.986077,1111027382368,2016-07-21,27,420,87903,47.78,1,1,1,1,6,4,1995,3,2,0,0,1,8
101090342484,116.392695,39.969608,1111027381668,2016-07-15,101,1345,101625,132.35,3,1,1,2,21,3,2002,3,6,1,1,1,10
101090343964,116.360671,40.071023,1111027378098,2016-07-15,92,272,41527,65.5,3,2,1,2,6,4,2002,4,2,0,0,1,8
101090344376,116.559953,40.117154,1111027377343,2016-09-05,20,188,18432,102,2,2,1,1,7,3,2013,4,6,1,0,1,13
101090345512,116.432684,40.077562,1111027380057,2016-08-24,66,258,16227,159,1,1,1,1,20,1,2008,2,6,1,0,0,6
101090359125,116.369206,39.856287,1111027381066,2016-06-24,120,249,37231,66.88,1,1,1,1,24,1,2002,4,6,1,0,1,2
101090368663,116.511679,39.923959,1111027377297,2016-09-25,107,462,51615,89.51,2,2,1,1,22,1,2006,4,6,1,1,1,7
101090369558,116.527974,39.895003,1111027374788,2016-08-25,99,327,32377,101,2,2,1,1,6,4,2006,3,2,0,0,0,7
101090372793,116.422479,40.06389,1111027375783,2016-12-12,30,330,29465,112,1,0,1,1,30,1,2004,1,6,1,1,1,6
101090372816,116.422479,40.06389,1111027375783,2016-08-28,26,135.3,24591,55,1,0,0,0,30,1,2004,1,6,1,0,1,6
101090376937,116.329607,39.758883,1111027382734,2016-06-19,52,210,27922,75.21,2,1,1,1,6,4,1997,3,2,0,0,1,4
101090377931,116.16608,39.771077,1111027377578,2016-08-31,143,247,26974,91.57,3,1,1,1,11,4,2011,4,6,1,0,0,5
101090382778,116.436539,39.891265,1111027380021,2016-08-01,36,2045,83894,243.76,4,2,1,3,6,4,2003,4,6,1,1,0,1
101090383511,116.445972,39.985587,1111041464248,2017-01-08,52,3305,72162,458,6,4,1,3,25,4,2012,2,6,1,0,1,7
101090388418,116.47617,39.844869,1111027374856,2016-06-26,79,433,20556,210.65,3,2,1,2,10,1,2004,3,6,1,1,0,7
101090389984,116.669984,40.190146,1111027378015,2016-09-04,97,360,30291,118.85,3,2,1,2,15,4,2012,2,6,1,0,0,13
101090395557,116.47414,39.954863,1111047227618,2016-09-27,19,1900,78093,243.3,2,2,1,4,22,3,2010,4,6,1,1,1,7
101090396742,116.233846,39.905003,1111027380227,2016-08-17,53,234,33914,69,2,1,1,1,6,4,1994,3,2,0,1,0,9
101090402915,116.455537,39.900377,1111027374276,2016-06-20,43,580,60740,95.49,1,1,1,1,18,3,2007,4,6,1,1,1,7
101090412188,116.499423,39.900278,1111027377154,2016-08-08,47,396,46224,85.67,1,2,1,1,23,3,2005,4,6,1,1,1,7
101090420031,116.504156,39.906125,1111027377058,2016-08-17,16,1255,44724,280.61,5,2,1,2,17,3,2007,4,6,1,1,1,7
101090421501,116.476921,39.983744,1111027375062,2016-08-28,153,280,52831,53,2,1,1,1,6,4,1991,4,2,0,0,0,7
101090421728,116.330345,39.984336,1111027373798,2016-08-05,33,730,95425,76.5,3,1,1,1,6,4,1988,4,4,0,0,1,8
101090429368,116.134792,39.743391,1111027375971,2016-07-02,11,135,20770,65,1,1,1,1,10,1,2000,4,6,1,1,0,5
101090431996,116.471704,39.890452,1111027377960,2016-06-26,23,970,36330,267,4,2,1,3,16,3,2003,4,6,1,0,1,7
101090433575,116.453797,39.961753,1111027382559,2016-09-11,201,350,56470,61.98,2,1,1,1,6,4,1994,3,4,0,1,0,7
101090437584,116.397236,39.864463,1111027375866,2016-07-31,62,258,38508,67,1,1,1,1,24,1,2000,4,6,1,1,0,2
101090442755,116.232119,40.223852,1111027377917,2016-06-16,30,120,23900,50.21,1,0,1,1,15,1,2009,4,6,1,0,1,6
101090443343,116.49983,39.94453,1111027374569,2016-08-26,30,1430,77123,185.42,3,2,1,2,27,3,2005,4,6,1,1,0,7
101090464482,116.420154,40.056617,1111027378411,2016-10-20,281,94,20277,46.36,1,0,1,1,14,3,2007,3,6,1,1,1,7
101090468245,116.478715,39.916424,1111027380171,2016-07-07,3,1406,46999,299.16,3,1,1,2,27,1,2005,4,6,1,0,1,7
101090469087,116.192392,39.778845,1111056093957,2017-02-26,14,385,47567,80.94,2,2,1,1,9,4,2012,2,6,1,0,0,5
101090472955,116.369475,40.069842,1111027374195,2016-09-29,66,1150,59227,194.17,4,2,1,3,4,4,2000,4,2,0,0,1,8
101090473860,116.431342,40.071807,1111027380042,2016-06-20,75,290,22138,131,3,1,1,2,6,4,2000,4,4,0,1,0,6
101090474347,116.322609,40.089206,1111027379920,2016-07-09,126,280,28557,98.05,2,1,1,1,6,4,2008,2,2,0,1,0,6
101090477095,116.670768,40.209956,1111027377879,2016-08-27,51,150,13441,111.6,3,2,1,2,6,4,2008,4,6,1,0,0,13
101090477160,116.670768,40.209956,1111027377879,2016-08-27,36,170,15233,111.6,3,2,1,2,6,4,2008,4,6,1,0,0,13
101090477648,116.319387,39.856314,1111027374954,2016-07-10,46,454.3,30059,151.14,3,2,1,2,6,4,2003,4,2,0,1,1,2
101090479878,116.509448,39.874885,1111027375889,2016-08-28,24,1340,46854,286,3,1,1,1,11,4,2014,2,6,1,0,1,7
101090480442,116.423882,40.122853,1111027380174,2016-06-28,9,410,24551,167,3,2,1,2,6,4,2001,4,2,0,1,0,6
101090488262,116.309984,39.96579,1111027376611,2016-10-09,79,500,69061,72.4,2,1,1,1,20,1,1990,3,6,1,0,1,8
101090491338,116.339803,40.085341,1111042071188,2016-12-06,62,137.5,29892,46,1,0,1,1,7,1,2012,4,6,1,0,0,6
101090498139,116.315445,40.074203,1111047349969,2016-06-16,89,318,36431,87.29,2,1,1,1,28,3,2014,2,6,1,0,0,6
101090500200,116.322343,39.856246,1111027377106,2016-09-22,115,450,36435,123.51,3,1,1,1,6,4,2001,4,2,0,1,1,2
101090500932,116.448513,39.978977,1111027374860,2016-08-13,55,264,64172,41.14,1,0,1,1,18,3,2003,4,6,1,1,1,7
101090523178,116.411481,40.059131,1111027373982,2016-09-20,41,1080,65742,164.28,4,2,1,2,5,4,2006,4,6,0,0,0,6
101090531198,116.340818,39.986077,1111027382368,2016-08-28,89,630,96864,65.04,2,1,1,1,6,4,1996,4,2,0,0,1,8
101090531204,116.275723,40.046164,1111041084751,2017-01-09,75,2560,58682,436.25,4,2,1,4,6,4,2011,2,6,1,0,0,8
101090531310,116.340818,39.986077,1111027382368,2016-07-19,40,428.5,100611,42.59,1,1,1,1,6,4,1996,4,2,0,1,1,8
101090532843,116.325385,39.984968,1111027376959,2016-08-19,55,1446,101831,142,4,2,1,1,4,4,1981,4,2,0,0,1,8
101090536043,116.274354,40.170887,1111027379918,2016-07-17,29,350,26516,132,3,1,1,1,9,4,2008,3,6,1,1,0,6
101090540035,116.397236,39.864463,1111027375866,2016-07-16,96,297,33990,87.38,2,1,1,1,24,1,2000,3,6,1,1,0,2
101090542311,116.235609,40.230534,1111027375191,2016-07-29,18,156,21791,71.59,1,1,1,1,12,4,2007,3,6,1,1,1,6
101090542758,116.343244,40.063366,1111027378786,2016-08-28,25,520,40705,127.75,3,2,1,2,7,4,2000,4,2,0,1,1,8
101090547095,116.665923,40.186753,1111027381403,2016-07-27,83,103.5,16968,61,1,1,1,1,15,4,2014,4,6,1,0,0,13
101090549170,116.274354,40.170887,1111027379918,2016-06-29,29,264.5,22416,118,2,1,1,1,14,4,2008,2,6,1,0,0,6
101090555299,116.501794,39.799347,1111027377054,2016-06-25,62,560,29947,187,4,1,1,2,5,4,2003,3,2,0,0,0,3
101090557879,116.382098,39.848059,1111027377266,2016-12-30,119,509,52088,97.72,3,1,1,1,6,4,1995,4,2,0,1,1,2
101090558980,116.465918,39.898826,1111027382010,2016-06-27,15,380,36191,105,1,1,1,1,30,1,2004,1,6,1,1,1,7
101090559786,116.340073,39.899642,1111027380656,2016-09-03,139,560,67171,83.37,2,1,1,1,15,1,2011,4,6,1,0,1,10
101090560516,116.24369,40.221606,1111027379219,2016-08-09,4,310,23665,131,2,1,1,2,28,4,2010,4,6,1,0,1,6
101090566670,116.347797,39.976432,1111027380126,2016-09-28,49,1200,83000,144.58,3,2,1,2,26,1,2002,3,6,1,0,1,8
101090571124,116.42537,40.052808,1111027376257,2016-08-29,83,460,46663,98.58,2,1,1,1,25,1,2007,4,6,1,1,1,7
101090578694,116.254113,40.220461,1111027376884,2016-06-20,47,118,30842,38.26,1,1,1,1,6,4,1990,3,2,0,1,0,6
101090580939,116.421128,40.068301,1111027377809,2016-07-20,32,132.5,21722,61,1,0,1,1,10,3,2008,4,6,1,0,1,6
101090584515,116.422211,40.011387,1111027377318,2016-07-20,24,495,36941,134,3,1,1,1,22,3,2009,1,6,1,0,1,7
101090585638,116.434144,39.892211,1111027374239,2016-12-28,276,672,83583,80.4,3,1,1,1,6,4,1993,4,2,0,1,1,1
101090588126,116.462805,40.114191,1111027374915,2016-07-04,29,430,31232,137.68,3,2,1,2,5,4,2002,1,4,0,1,0,6
101090588556,116.261573,40.216539,1111027376566,2016-08-20,25,233,28022,83.15,2,1,1,1,6,4,2004,4,2,0,1,0,6
101090591376,116.501166,39.91891,1111027382214,2016-08-25,24,1240,50841,243.9,3,1,1,3,26,1,2003,4,6,1,0,0,7
101090595920,116.484508,39.93403,1111027381209,2016-06-23,89,243,41868,58.04,2,1,1,1,12,3,1993,3,6,1,0,1,7
101090596530,116.483319,39.915337,1111027374586,2016-07-17,33,315,48306,65.21,2,1,1,1,18,1,1993,4,6,1,1,1,7
101090597087,116.440069,39.902423,1111027374222,2016-09-24,53,980,105377,93,2,1,1,1,11,4,2004,4,6,1,0,1,1
101090601922,116.332651,40.072033,1111027380431,2016-07-19,42,377,40823,92.35,2,1,1,1,12,4,2004,4,2,1,1,0,6
101090603585,116.417866,40.134243,1111027380409,2016-07-08,69,256,15901,161,4,2,1,2,6,4,1995,3,2,0,1,0,6
101090605060,116.274354,40.170887,1111027379918,2016-07-06,73,238,29160,81.62,3,1,1,1,8,4,2008,3,6,1,1,0,6
101090610243,116.447331,39.941506,1111027381655,2016-09-13,45,690,79797,86.47,1,1,1,1,24,1,2000,3,6,1,1,1,1
101090610484,116.425962,40.021961,1111027377655,2016-07-09,24,750,54230,138.3,2,2,1,2,9,3,2004,4,6,1,0,0,7
101090612232,116.265959,40.214499,1111054696058,2016-08-05,33,290,31066,93.35,2,2,1,1,21,3,2012,4,6,0,0,0,6
101090613974,116.379698,39.848129,1111027378082,2016-08-08,94,645,50000,129,3,1,1,2,9,3,2005,3,6,1,1,0,2
101090625571,116.479295,39.997662,1111027374045,2016-06-29,25,172.5,35938,48,1,0,1,1,34,1,2008,4,6,1,0,1,7
101090629609,116.461519,39.961727,1111027379669,2016-08-19,79,344,55288,62.22,3,1,1,1,12,3,1982,4,6,1,0,1,7
101090638081,116.358132,40.09707,1111059006887,2016-07-27,72,375,40462,92.68,2,1,1,1,14,3,2015,1,6,0,0,1,6
101090638384,116.121949,40.215899,1111027378569,2016-09-07,48,148,14833,99.78,3,1,1,1,5,4,1998,3,2,0,1,0,6
101090638590,116.320535,39.890098,1111027379963,2016-08-24,52,183.8,39199,46.89,1,1,1,1,15,1,1991,3,6,1,0,1,2
101090639115,116.315028,39.900525,1111027374941,2016-10-20,152,154,25667,60,1,1,1,2,18,3,2008,3,6,1,0,1,8
101090640137,116.487301,39.90602,1111027381665,2016-06-29,25,523,41535,125.92,3,1,1,1,14,4,2004,3,6,1,1,1,7
101090640254,116.428732,40.048486,1111027376259,2016-06-28,56,423,40791,103.7,2,2,1,2,25,1,2005,1,6,1,1,1,7
101090645621,116.501958,39.882586,1111027379326,2016-07-21,72,678,46432,146.02,3,2,1,2,21,3,2006,4,6,1,1,1,7
101090647665,116.476576,39.936798,1111027379869,2016-09-30,259,295,52944,55.72,2,1,1,1,6,4,1979,3,6,0,0,1,7
101090652925,116.603852,39.893276,1111027375170,2016-08-26,129,80,21379,37.42,1,0,1,1,6,4,2008,4,6,1,0,0,7
101090658536,116.497474,39.810115,1111027377957,2016-09-19,143,118,31053,38,1,0,1,1,24,1,2010,4,6,1,0,1,3
101090668169,116.462185,39.884984,1111027378741,2016-08-18,19,298,45310,65.77,2,1,1,1,18,1,1994,3,6,1,0,1,7
101090668815,116.275723,40.046164,1111041084751,2016-08-19,7,2690,67588,398,4,2,1,5,6,4,2011,3,6,1,0,0,8
101090671038,116.376661,40.039649,1111027374488,2016-08-24,242,420,56757,74,2,1,1,1,9,4,2005,2,6,1,1,0,8
101090671624,116.231747,40.230104,1111040862979,2016-08-05,11,184,18628,98.78,2,2,1,1,6,4,1996,3,2,0,1,0,6
101090673961,116.359358,39.964464,1111027381399,2016-07-06,10,380,41090,92.48,2,1,1,1,21,1,2010,1,6,1,0,0,8
101090681279,116.655566,39.883931,1111027377804,2016-07-27,9,395,29351,134.58,3,2,1,2,6,4,2002,2,6,0,1,0,11
101090683513,116.328915,40.088074,1111027374437,2016-08-03,70,369,25792,143.07,4,2,1,2,6,4,2000,4,2,0,1,1,6
101090684356,116.249025,40.218067,1111027379250,2016-07-02,18,164,26611,61.63,2,1,1,1,6,4,2012,1,2,0,1,0,6
101090689028,116.3434,40.083322,1111027378110,2016-08-23,14,570,25111,227,5,2,1,2,6,4,2003,1,4,0,1,0,6
101090690578,116.313465,39.856611,1111027379296,2016-08-23,548,199.5,36945,54,1,1,1,1,22,1,2006,4,6,1,1,1,2
101090695270,116.16608,39.771077,1111027377578,2016-12-18,286,285,32117,88.74,2,1,1,1,11,4,2011,4,6,1,0,0,5
101090695954,116.380814,39.966567,1111027381063,2016-09-13,43,1100,95404,115.3,2,2,1,1,6,4,2000,4,2,0,0,0,10
101090699193,116.284755,39.93453,1111027376911,2016-07-09,11,200,38462,52,1,0,1,1,19,1,2009,4,6,1,0,1,8
101090708229,116.111318,39.949921,1111027377794,2016-07-20,13,333,26221,127,3,1,1,1,6,4,2003,4,2,0,0,0,12
101090709011,116.605035,40.051164,1111027378574,2016-08-23,20,235,26231,89.59,3,1,1,1,6,4,1992,4,2,0,1,0,7
101090713395,116.47273,39.922946,1111027375086,2016-08-22,20,468,55735,83.97,2,1,1,1,22,1,1998,3,6,1,1,1,7
101090714480,116.357739,39.908038,1111027380599,2016-08-16,29,745,72331,103,3,0,1,1,4,4,1955,3,4,0,1,1,10
101090717873,116.36864,39.854969,1111027381514,2016-06-25,96,197,34495,57.11,1,1,1,1,17,1,1998,2,6,1,0,0,2
101090719175,116.27588,40.17221,1111027375908,2016-10-03,30,410,46068,89,3,1,1,1,18,4,2009,3,6,1,1,0,6
101090721334,116.464936,39.911052,1111027377425,2016-07-10,8,888,37406,237.4,3,2,1,1,23,1,2004,4,6,1,1,1,7
101090723442,116.457117,39.971046,1111027379247,2016-11-30,674,317.5,59603,53.27,2,1,1,1,6,4,1987,3,2,0,1,1,7
101090729582,116.589955,39.920154,1111027379152,2016-07-06,119,251,30988,81,2,2,1,1,9,3,2009,4,6,1,0,1,7
101090729712,116.242836,40.204942,1111027379991,2016-09-27,123,288,25487,113,2,2,1,2,6,4,2002,4,2,0,1,0,6
101090732421,116.464891,39.964349,1111027374600,2016-08-03,196,340,47888,71,1,1,1,1,23,3,2002,1,6,1,0,1,7
101090735472,116.343714,39.996907,1111027375225,2016-09-10,78,860,79926,107.6,2,1,1,1,19,1,2001,4,6,1,0,1,8
101090736279,116.513848,39.875068,1111027377000,2016-06-24,12,210,35426,59.28,1,1,1,1,18,1,1998,3,6,1,0,1,7
101090742485,116.250662,39.910338,1111027377826,2016-07-04,14,455,42728,106.49,3,1,1,1,18,1,2000,4,6,1,1,1,9
101090743664,116.354215,40.083501,1111027378211,2016-07-01,43,400,32119,124.54,3,2,1,1,6,4,2003,2,2,0,1,0,6
101090747588,116.235609,40.230534,1111027375191,2016-06-22,21,140,23912,58.55,1,1,1,1,12,4,2007,4,6,1,0,1,6
101090751342,116.264021,40.168304,1111043209553,2016-09-05,41,117,30790,38,1,1,1,1,17,3,2010,4,6,1,0,0,6
101090752082,116.441833,39.866749,1111027374411,2016-10-07,67,355,58197,61,1,1,1,1,17,3,1995,4,6,1,0,1,2
101090752869,116.599448,40.048301,1111027378683,2016-08-20,23,327,22046,148.33,3,2,1,2,6,4,1996,4,4,0,1,0,13
101090753249,116.254113,40.220461,1111027376884,2016-08-20,21,227,25967,87.42,2,1,1,1,6,4,2000,1,2,0,0,0,6
101090757101,116.518485,39.948841,1111027377510,2016-07-06,57,1286,51032,252,5,2,1,4,4,4,2008,2,4,1,1,0,7
101090757758,116.469718,39.904803,1111027379524,2016-08-25,60,800,62993,127,2,1,1,2,22,1,2002,4,6,1,1,1,7
101090759352,116.328035,40.078668,1111027378235,2016-07-04,27,378,35043,107.87,3,1,1,1,6,4,2000,3,2,0,1,1,6
101090762189,116.568799,39.853078,1111027374302,2016-08-16,42,595,34796,171,3,2,1,3,20,4,2008,4,6,1,1,0,7
101090763320,116.413563,40.054842,1111027378405,2016-07-14,66,388,46191,84,2,1,1,1,6,4,2007,4,6,0,1,0,7
101090764116,116.134792,39.743391,1111027375971,2016-07-30,115,125,19231,65,1,1,1,1,11,3,2000,4,6,1,1,0,5
101090768961,116.385135,39.977329,1111027376971,2016-07-30,18,308,42778,72,1,1,1,1,30,1,2010,4,6,1,0,1,8
101090770429,116.47638,39.875691,1111027378305,2016-06-27,32,780,46173,168.93,2,2,1,2,18,3,2008,1,6,1,1,1,7
101090776125,116.259318,40.217911,1111027376568,2016-07-21,22,228,25734,88.6,2,1,1,1,16,3,2004,1,6,0,0,0,6
101090777198,116.472064,39.88768,1111027378492,2017-03-24,558,529.5,61685,85.84,2,1,1,1,12,3,2000,4,6,1,1,1,7
101090777912,116.603852,39.893276,1111027375170,2016-07-11,20,435,49432,88,3,1,1,2,6,4,2008,4,6,1,1,0,7
101090778684,116.296286,39.870107,1111027382679,2016-09-17,32,710,36411,195,3,2,1,2,24,1,2001,4,6,1,0,1,2
101090780823,116.212774,39.767185,1111043052734,2016-06-29,30,292,32593,89.59,2,1,1,1,28,3,2011,4,6,1,0,1,5
101090782018,116.476213,39.897851,1111027379107,2016-06-20,106,315,55703,56.55,2,1,1,2,16,3,2012,4,6,1,0,1,7
101090787149,116.480675,39.868869,1111027382783,2016-07-20,55,348,42372,82.13,2,1,1,1,6,4,2004,4,2,0,1,0,7
101090787480,116.654682,40.125799,1111027382152,2016-10-11,114,470,39811,118.06,3,1,1,2,12,4,2004,4,2,1,0,0,13
